season,week,away,home,stadium,temperature,humidity,wind_speed,wind_direction,condition,surface,ou,home_spread,away_score,home_score,off,def,quarter,minutes,seconds,offense_score,defense_score,timeouts_offense,timeouts_defense,down,yards_to_go,yards_from_own_goal,points,penalty,fumble,block,play_id,kicker_id,kicker,distance,made
2012,1,DAL,NYG,MetLife Stadium,77,63,5,WNW,Fair,FieldTurf,44.5,-4,24,17,NYG,DAL,2,9,14,0,0,3,3,4,4,96,3,0,0,0,467408,2886,Lawrence Tynes,22,1
2012,1,DAL,NYG,MetLife Stadium,77,63,5,WNW,Fair,FieldTurf,44.5,-4,24,17,DAL,NYG,3,0,45,14,10,2,3,4,15,85,3,0,0,0,467464,4452,Dan Bailey,33,1
2012,1,IND,CHI,Soldier Field,67,66,13,N,Partly Cloudy,Grass,43.5,-10,21,41,CHI,IND,2,5,36,14,7,1,3,4,4,83,3,0,0,0,467577,2820,Robbie Gould,35,1
2012,1,IND,CHI,Soldier Field,67,66,13,N,Partly Cloudy,Grass,43.5,-10,21,41,IND,CHI,2,0,6,14,24,1,1,2,10,81,0,0,0,0,467603,2888,Adam Vinatieri,37,0
2012,1,IND,CHI,Soldier Field,67,66,13,N,Partly Cloudy,Grass,43.5,-10,21,41,CHI,IND,3,10,7,31,14,3,3,4,6,92,3,0,0,0,467619,2820,Robbie Gould,26,1
2012,1,PHI,CLE,Cleveland Browns Stadium,68,57,9,NNW,Sunny,Grass,43,9.5,17,16,CLE,PHI,1,9,16,0,0,3,3,4,9,75,3,0,0,0,467699,2806,Phil Dawson,43,1
2012,1,PHI,CLE,Cleveland Browns Stadium,68,57,9,NNW,Sunny,Grass,43,9.5,17,16,PHI,CLE,2,15,0,0,3,3,3,4,8,77,3,0,0,0,467723,4349,Alex Henery,42,1
2012,1,PHI,CLE,Cleveland Browns Stadium,68,57,9,NNW,Sunny,Grass,43,9.5,17,16,CLE,PHI,3,5,1,3,10,3,3,4,9,76,3,0,0,0,467806,2806,Phil Dawson,42,1
2012,1,PHI,CLE,Cleveland Browns Stadium,68,57,9,NNW,Sunny,Grass,43,9.5,17,16,CLE,PHI,4,14,17,6,10,1,3,4,4,96,3,0,0,0,467826,2806,Phil Dawson,22,1
2012,1,PHI,CLE,Cleveland Browns Stadium,68,57,9,NNW,Sunny,Grass,43,9.5,17,16,PHI,CLE,4,9,4,10,16,3,1,4,9,73,0,0,0,0,467842,4349,Alex Henery,45,0
2012,1,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,2.5,40,24,KC,ATL,1,4,6,0,7,3,3,4,7,79,3,0,0,0,467898,2880,Ryan Succop,39,1
2012,1,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,2.5,40,24,ATL,KC,1,1,57,7,3,3,3,4,2,84,3,0,0,0,467904,2791,Matt Bryant,34,1
2012,1,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,2.5,40,24,ATL,KC,2,0,13,17,17,2,1,4,3,97,3,0,0,0,467947,2791,Matt Bryant,21,1
2012,1,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,2.5,40,24,KC,ATL,3,9,9,17,20,3,3,4,4,78,0,0,0,0,467961,2880,Ryan Succop,40,0
2012,1,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,2.5,40,24,ATL,KC,4,14,16,34,17,3,3,4,5,88,3,0,0,0,467988,2791,Matt Bryant,30,1
2012,1,ATL,KC,Arrowhead Stadium,69,47,7,NE,Sunny,Grass,43.5,2.5,40,24,ATL,KC,4,10,44,37,17,3,2,4,2,77,3,0,0,0,467996,2791,Matt Bryant,41,1
2012,1,BUF,NYJ,MetLife Stadium,74,48,1,W,Sunny,FieldTurf,38.5,-3,28,48,NYJ,BUF,2,2,0,21,7,0,3,4,1,93,3,0,0,0,468096,2816,Nick Folk,25,1
2012,1,BUF,NYJ,MetLife Stadium,74,48,1,W,Sunny,FieldTurf,38.5,-3,28,48,NYJ,BUF,2,0,19,24,7,0,3,4,8,79,3,0,0,0,468106,2816,Nick Folk,39,1
2012,1,STL,DET,Ford Field,,,,,Dome,FieldTurf,45.5,-8.5,23,27,STL,DET,1,2,2,0,0,3,3,4,7,70,3,0,0,0,468214,4537,Greg Zuerlein,48,1
2012,1,STL,DET,Ford Field,,,,,Dome,FieldTurf,45.5,-8.5,23,27,STL,DET,2,2,39,3,7,3,3,4,10,89,3,0,0,0,468246,4537,Greg Zuerlein,29,1
2012,1,STL,DET,Ford Field,,,,,Dome,FieldTurf,45.5,-8.5,23,27,DET,STL,2,0,25,7,13,2,3,4,8,77,3,0,0,0,468257,2828,Jason Hanson,41,1
2012,1,STL,DET,Ford Field,,,,,Dome,FieldTurf,45.5,-8.5,23,27,DET,STL,3,9,34,10,13,3,3,4,5,74,3,0,0,0,468271,2828,Jason Hanson,45,1
2012,1,STL,DET,Ford Field,,,,,Dome,FieldTurf,45.5,-8.5,23,27,STL,DET,4,2,0,20,20,2,1,4,9,72,3,0,0,0,468331,4537,Greg Zuerlein,46,1
2012,1,WAS,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49.5,-7.5,40,32,WAS,NO,1,7,11,0,0,3,3,4,10,81,3,0,0,0,468362,2802,Billy Cundiff,37,1
2012,1,WAS,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49.5,-7.5,40,32,WAS,NO,2,6,13,17,7,2,3,4,2,77,3,0,0,0,468407,2802,Billy Cundiff,41,1
2012,1,WAS,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49.5,-7.5,40,32,WAS,NO,3,7,15,27,14,2,3,4,3,81,3,0,0,0,468451,2802,Billy Cundiff,37,1
2012,1,WAS,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49.5,-7.5,40,32,NO,WAS,3,1,54,14,30,2,2,4,3,97,3,0,0,0,468468,2829,Garrett Hartley,21,1
2012,1,WAS,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49.5,-7.5,40,32,WAS,NO,4,11,3,30,17,2,2,4,3,73,3,0,0,0,468484,2802,Billy Cundiff,45,1
2012,1,MIA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42.5,-13,10,30,HOU,MIA,1,7,15,0,0,2,3,4,14,66,0,0,0,0,468556,2822,Shayne Graham,52,0
2012,1,MIA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42.5,-13,10,30,MIA,HOU,1,3,17,0,0,3,2,4,9,79,3,0,0,0,468564,2795,Dan Carpenter,39,1
2012,1,MIA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42.5,-13,10,30,HOU,MIA,2,6,16,0,3,1,3,4,17,83,3,0,0,0,468596,2822,Shayne Graham,35,1
2012,1,MIA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42.5,-13,10,30,HOU,MIA,3,6,35,24,10,2,3,4,6,78,3,0,0,0,468644,2822,Shayne Graham,40,1
2012,1,MIA,HOU,Reliant Stadium,,,,,Closed Roof,Grass,42.5,-13,10,30,HOU,MIA,4,12,25,27,10,2,3,4,1,99,3,0,0,0,468661,2822,Shayne Graham,19,1
2012,1,NE,TEN,LP Field,,,,,Sunny,Grass,47,4.5,34,13,TEN,NE,1,8,47,0,0,3,3,4,7,90,3,0,0,0,468709,2782,Rob Bironas,28,1
2012,1,NE,TEN,LP Field,,,,,Sunny,Grass,47,4.5,34,13,TEN,NE,4,9,20,10,28,3,3,4,6,94,3,0,0,0,468829,2782,Rob Bironas,24,1
2012,1,NE,TEN,LP Field,,,,,Sunny,Grass,47,4.5,34,13,NE,TEN,4,4,19,28,13,2,2,4,7,93,3,0,0,0,468842,2819,Stephen Gostkowski,25,1
2012,1,NE,TEN,LP Field,,,,,Sunny,Grass,47,4.5,34,13,NE,TEN,4,0,35,31,13,2,2,4,10,87,3,0,0,0,468853,2819,Stephen Gostkowski,31,1
2012,1,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,-3.5,23,26,JAC,MIN,1,2,56,0,0,3,3,4,1,99,3,0,0,0,468881,2874,Josh Scobee,19,1
2012,1,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,-3.5,23,26,JAC,MIN,3,4,44,9,14,3,3,4,2,92,3,0,0,0,468956,2874,Josh Scobee,26,1
2012,1,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,-3.5,23,26,MIN,JAC,4,14,12,14,12,3,3,4,2,98,3,0,0,0,468968,4512,Blair Walsh,20,1
2012,1,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,-3.5,23,26,JAC,MIN,4,9,40,12,17,3,3,4,7,71,3,0,0,0,468979,2874,Josh Scobee,47,1
2012,1,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,-3.5,23,26,MIN,JAC,4,5,38,17,15,3,3,4,13,77,3,0,0,0,468990,4512,Blair Walsh,42,1
2012,1,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,-3.5,23,26,MIN,JAC,4,0,4,20,23,3,0,2,4,63,3,0,0,0,469013,4512,Blair Walsh,55,1
2012,1,JAC,MIN,Mall of America Field at HHH Metrodome,,,,,Dome,AstroTurf,38,-3.5,23,26,MIN,JAC,5,11,11,23,23,3,3,4,5,80,3,0,0,0,469022,4512,Blair Walsh,38,1
2012,1,CAR,TB,Raymond James Stadium,83,79,15,SW,Cloudy,Grass,47,2.5,10,16,TB,CAR,1,1,25,7,0,3,3,4,11,82,3,0,0,0,469058,2779,Connor Barth,36,1
2012,1,CAR,TB,Raymond James Stadium,83,79,15,SW,Cloudy,Grass,47,2.5,10,16,TB,CAR,2,2,59,10,0,3,3,4,2,98,3,0,0,0,469083,2779,Connor Barth,20,1
2012,1,CAR,TB,Raymond James Stadium,83,79,15,SW,Cloudy,Grass,47,2.5,10,16,TB,CAR,4,8,3,13,7,3,3,4,5,78,3,0,0,0,469146,2779,Connor Barth,40,1
2012,1,CAR,TB,Raymond James Stadium,83,79,15,SW,Cloudy,Grass,47,2.5,10,16,CAR,TB,4,2,50,7,16,3,3,4,3,97,3,0,0,0,469163,2856,Justin Medlock,21,1
2012,1,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,3,16,20,SEA,ARI,1,11,20,0,0,3,3,4,5,68,0,0,0,1,469180,2830,Stephen Hauschka,50,0
2012,1,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,3,16,20,SEA,ARI,1,7,31,0,0,3,3,4,2,91,3,0,0,0,469189,2830,Stephen Hauschka,27,1
2012,1,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,3,16,20,ARI,SEA,1,0,38,0,3,3,3,4,3,97,3,0,0,0,469204,2815,Jay Feely,21,1
2012,1,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,3,16,20,ARI,SEA,3,10,3,10,3,3,3,4,6,87,3,0,0,0,469264,2815,Jay Feely,31,1
2012,1,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,3,16,20,SEA,ARI,3,5,19,10,13,3,3,4,5,71,3,0,0,0,469278,2830,Stephen Hauschka,47,1
2012,1,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,40.5,3,16,20,SEA,ARI,4,9,25,13,13,3,3,4,15,79,3,0,0,0,469309,2830,Stephen Hauschka,39,1
2012,1,SF,GB,Lambeau Field,72,40,11,NW,Partly Cloudy,DD GrassMaster,46.5,-5,30,22,SF,GB,1,4,58,0,0,2,3,4,4,78,3,0,0,0,469372,2772,David Akers,40,1
2012,1,SF,GB,Lambeau Field,72,40,11,NW,Partly Cloudy,DD GrassMaster,46.5,-5,30,22,SF,GB,2,0,59,10,7,1,2,4,1,75,3,0,0,0,469423,2772,David Akers,43,1
2012,1,SF,GB,Lambeau Field,72,40,11,NW,Partly Cloudy,DD GrassMaster,46.5,-5,30,22,SF,GB,2,0,2,13,7,0,0,3,10,55,3,0,0,0,469433,2772,David Akers,63,1
2012,1,PIT,DEN,Sports Authority Field at Mile High,85,12,10,NE,Sunny,Grass,46,-2,19,31,PIT,DEN,2,10,13,0,0,1,2,4,3,97,3,0,0,0,469559,2881,Shaun Suisham,21,1
2012,1,PIT,DEN,Sports Authority Field at Mile High,85,12,10,NE,Sunny,Grass,46,-2,19,31,PIT,DEN,3,6,9,10,7,3,3,4,3,84,3,0,0,0,469614,2881,Shaun Suisham,35,1
2012,1,PIT,DEN,Sports Authority Field at Mile High,85,12,10,NE,Sunny,Grass,46,-2,19,31,DEN,PIT,4,3,3,22,19,2,2,4,8,92,3,0,0,0,469665,2866,Matt Prater,26,1
2012,1,CIN,BAL,M&T Bank Stadium,74,37,10,NW,Clear,MomentumTurf,41,-7,13,44,BAL,CIN,1,12,59,0,0,3,3,4,11,72,3,0,0,0,469683,51737,Justin Tucker,46,1
2012,1,CIN,BAL,M&T Bank Stadium,74,37,10,NW,Clear,MomentumTurf,41,-7,13,44,CIN,BAL,2,14,56,0,10,3,2,4,3,84,3,0,0,0,469717,2861,Mike Nugent,34,1
2012,1,CIN,BAL,M&T Bank Stadium,74,37,10,NW,Clear,MomentumTurf,41,-7,13,44,CIN,BAL,3,9,47,10,17,3,3,4,1,99,3,0,0,0,469769,2861,Mike Nugent,19,1
2012,1,CIN,BAL,M&T Bank Stadium,74,37,10,NW,Clear,MomentumTurf,41,-7,13,44,BAL,CIN,3,1,18,24,13,3,3,4,5,79,3,0,0,0,469795,51737,Justin Tucker,40,1
2012,1,CIN,BAL,M&T Bank Stadium,74,37,10,NW,Clear,MomentumTurf,41,-7,13,44,BAL,CIN,4,3,6,41,13,2,3,4,3,80,3,0,0,0,469835,51737,Justin Tucker,39,1
2012,1,SD,OAK,O.co Coliseum Oakland,67,59,11,WNW,Sunny,Grass,46.5,-1,22,14,OAK,SD,1,5,2,0,0,3,3,4,6,67,3,0,0,0,469864,2839,Sebastian Janikowski,51,1
2012,1,SD,OAK,O.co Coliseum Oakland,67,59,11,WNW,Sunny,Grass,46.5,-1,22,14,SD,OAK,1,1,4,0,3,3,3,4,5,95,3,0,0,0,469874,2842,Nate Kaeding,23,1
2012,1,SD,OAK,O.co Coliseum Oakland,67,59,11,WNW,Sunny,Grass,46.5,-1,22,14,OAK,SD,2,0,7,3,10,1,1,4,1,98,3,0,0,0,469916,2839,Sebastian Janikowski,19,1
2012,1,SD,OAK,O.co Coliseum Oakland,67,59,11,WNW,Sunny,Grass,46.5,-1,22,14,SD,OAK,3,6,5,10,6,3,3,4,4,90,3,0,0,0,469939,2842,Nate Kaeding,28,1
2012,1,SD,OAK,O.co Coliseum Oakland,67,59,11,WNW,Sunny,Grass,46.5,-1,22,14,SD,OAK,3,1,53,13,6,3,3,4,1,99,3,0,0,0,469949,2842,Nate Kaeding,19,1
2012,1,SD,OAK,O.co Coliseum Oakland,67,59,11,WNW,Sunny,Grass,46.5,-1,22,14,SD,OAK,4,12,53,16,6,3,3,4,7,77,3,0,0,0,469963,2842,Nate Kaeding,41,1
2012,1,SD,OAK,O.co Coliseum Oakland,67,59,11,WNW,Sunny,Grass,46.5,-1,22,14,SD,OAK,4,5,12,19,6,2,3,4,21,73,3,0,0,0,469980,2842,Nate Kaeding,45,1
2012,2,CHI,GB,Lambeau Field,60,67,0,CALM,Cloudy,DD GrassMaster,51,-6,10,23,GB,CHI,2,13,1,0,0,3,3,4,2,71,3,0,0,0,470046,2801,Mason Crosby,48,1
2012,2,CHI,GB,Lambeau Field,60,67,0,CALM,Cloudy,DD GrassMaster,51,-6,10,23,GB,CHI,2,0,1,10,0,0,2,1,10,83,3,0,0,0,470082,2801,Mason Crosby,35,1
2012,2,CHI,GB,Lambeau Field,60,67,0,CALM,Cloudy,DD GrassMaster,51,-6,10,23,CHI,GB,3,8,53,0,13,2,3,4,4,73,3,0,0,0,470096,2820,Robbie Gould,45,1
2012,2,CHI,GB,Lambeau Field,60,67,0,CALM,Cloudy,DD GrassMaster,51,-6,10,23,GB,CHI,4,11,43,13,3,3,2,4,1,64,3,0,0,0,470123,2801,Mason Crosby,54,1
2012,2,CLE,CIN,Paul Brown Stadium,76,37,5,SSE,Sunny,FieldTurf,39.5,-7,27,34,CLE,CIN,1,9,6,0,7,3,3,4,15,68,3,0,0,0,470178,2806,Phil Dawson,50,1
2012,2,CLE,CIN,Paul Brown Stadium,76,37,5,SSE,Sunny,FieldTurf,39.5,-7,27,34,CIN,CLE,2,4,49,14,10,3,2,4,13,79,3,0,0,0,470229,2861,Mike Nugent,39,1
2012,2,CLE,CIN,Paul Brown Stadium,76,37,5,SSE,Sunny,FieldTurf,39.5,-7,27,34,CIN,CLE,4,2,14,31,24,1,0,4,5,81,3,0,0,0,470316,2861,Mike Nugent,37,1
2012,2,CLE,CIN,Paul Brown Stadium,76,37,5,SSE,Sunny,FieldTurf,39.5,-7,27,34,CLE,CIN,4,0,24,24,34,0,0,4,6,93,3,0,0,0,470326,2806,Phil Dawson,25,1
2012,2,KC,BUF,Ralph Wilson Stadium,66,55,11,WSW,Mostly Sunny,A Turf Titan,44.5,-3,17,35,KC,BUF,3,7,36,0,21,3,3,4,7,85,3,0,0,0,470427,2880,Ryan Succop,33,1
2012,2,MIN,IND,Lucas Oil Stadium,72,41,7,SSE,Sunny,AstroTurf,44.5,3,20,23,MIN,IND,1,7,53,0,0,3,3,4,5,67,3,0,0,0,470507,4512,Blair Walsh,51,1
2012,2,MIN,IND,Lucas Oil Stadium,72,41,7,SSE,Sunny,AstroTurf,44.5,3,20,23,MIN,IND,2,11,42,3,7,3,2,4,2,89,3,0,0,0,470533,4512,Blair Walsh,29,1
2012,2,MIN,IND,Lucas Oil Stadium,72,41,7,SSE,Sunny,AstroTurf,44.5,3,20,23,IND,MIN,2,1,54,7,6,2,2,4,1,92,3,0,0,0,470555,2888,Adam Vinatieri,26,1
2012,2,MIN,IND,Lucas Oil Stadium,72,41,7,SSE,Sunny,AstroTurf,44.5,3,20,23,IND,MIN,3,7,12,17,6,3,3,4,22,73,3,0,0,0,470589,2888,Adam Vinatieri,45,1
2012,2,MIN,IND,Lucas Oil Stadium,72,41,7,SSE,Sunny,AstroTurf,44.5,3,20,23,IND,MIN,4,0,12,20,20,0,0,2,5,65,3,0,0,0,470659,2888,Adam Vinatieri,53,1
2012,2,BAL,PHI,Lincoln Financial Field,72,40,5,W,Sunny,Grass,46.5,-2.5,23,24,BAL,PHI,2,0,4,14,7,0,1,2,10,62,3,0,0,0,470742,51737,Justin Tucker,56,1
2012,2,BAL,PHI,Lincoln Financial Field,72,40,5,W,Sunny,Grass,46.5,-2.5,23,24,PHI,BAL,3,5,33,14,17,2,3,4,1,95,3,0,0,0,470772,4349,Alex Henery,23,1
2012,2,BAL,PHI,Lincoln Financial Field,72,40,5,W,Sunny,Grass,46.5,-2.5,23,24,BAL,PHI,4,11,33,17,17,3,1,4,27,67,3,0,0,0,470801,51737,Justin Tucker,51,1
2012,2,BAL,PHI,Lincoln Financial Field,72,40,5,W,Sunny,Grass,46.5,-2.5,23,24,BAL,PHI,4,4,48,20,17,2,1,4,17,70,3,0,0,0,470820,51737,Justin Tucker,48,1
2012,2,TB,NYG,MetLife Stadium,73,39,1,W,Mostly Sunny,FieldTurf,44,-7,34,41,NYG,TB,1,12,48,0,0,3,3,4,7,81,3,0,0,0,470850,2886,Lawrence Tynes,37,1
2012,2,TB,NYG,MetLife Stadium,73,39,1,W,Mostly Sunny,FieldTurf,44,-7,34,41,TB,NYG,1,8,53,0,3,3,3,4,6,73,3,0,0,0,470858,2779,Connor Barth,45,1
2012,2,TB,NYG,MetLife Stadium,73,39,1,W,Mostly Sunny,FieldTurf,44,-7,34,41,NYG,TB,1,2,58,3,3,3,3,4,6,94,3,0,0,0,470872,2886,Lawrence Tynes,24,1
2012,2,TB,NYG,MetLife Stadium,73,39,1,W,Mostly Sunny,FieldTurf,44,-7,34,41,TB,NYG,3,13,19,24,13,3,3,4,8,67,3,0,0,0,470935,2779,Connor Barth,52,1
2012,2,TB,NYG,MetLife Stadium,73,39,1,W,Mostly Sunny,FieldTurf,44,-7,34,41,NYG,TB,3,0,44,13,27,3,3,4,9,82,3,0,0,0,470964,2886,Lawrence Tynes,36,1
2012,2,TB,NYG,MetLife Stadium,73,39,1,W,Mostly Sunny,FieldTurf,44,-7,34,41,NYG,TB,4,12,26,16,27,3,3,4,6,94,3,0,0,0,470976,2886,Lawrence Tynes,24,1
2012,2,HOU,JAC,EverBank Field,83,66,5,E,Sunny,Grass,41,7,27,7,HOU,JAC,1,9,28,0,0,3,3,4,8,87,3,0,0,0,471032,2822,Shayne Graham,31,1
2012,2,HOU,JAC,EverBank Field,83,66,5,E,Sunny,Grass,41,7,27,7,HOU,JAC,4,7,24,24,7,3,3,4,2,82,3,0,0,0,471167,2822,Shayne Graham,37,1
2012,2,NO,CAR,Bank of America Stadium,71,85,4,ENE,Cloudy,Grass,51.5,2.5,27,35,NO,CAR,1,1,30,7,7,3,3,4,4,96,3,0,0,0,471218,2829,Garrett Hartley,22,1
2012,2,NO,CAR,Bank of America Stadium,71,85,4,ENE,Cloudy,Grass,51.5,2.5,27,35,NO,CAR,2,7,13,10,7,3,3,4,4,65,3,0,0,0,471240,2829,Garrett Hartley,53,1
2012,2,ARI,NE,Gillette Stadium,64,55,2,S,Partly Cloudy,FieldTurf,48,-13.5,20,18,ARI,NE,1,8,47,0,0,3,3,4,3,80,3,0,0,0,471368,2815,Jay Feely,38,1
2012,2,ARI,NE,Gillette Stadium,64,55,2,S,Partly Cloudy,FieldTurf,48,-13.5,20,18,ARI,NE,1,7,47,3,0,2,3,4,3,71,3,0,0,0,471375,2815,Jay Feely,47,1
2012,2,ARI,NE,Gillette Stadium,64,55,2,S,Partly Cloudy,FieldTurf,48,-13.5,20,18,NE,ARI,1,2,27,0,6,3,2,4,2,72,3,0,0,0,471388,2819,Stephen Gostkowski,46,1
2012,2,ARI,NE,Gillette Stadium,64,55,2,S,Partly Cloudy,FieldTurf,48,-13.5,20,18,NE,ARI,2,9,12,3,6,3,2,4,7,84,3,0,0,0,471411,2819,Stephen Gostkowski,34,1
2012,2,ARI,NE,Gillette Stadium,64,55,2,S,Partly Cloudy,FieldTurf,48,-13.5,20,18,NE,ARI,3,12,58,6,6,3,3,4,10,67,3,0,0,0,471444,2819,Stephen Gostkowski,51,1
2012,2,ARI,NE,Gillette Stadium,64,55,2,S,Partly Cloudy,FieldTurf,48,-13.5,20,18,NE,ARI,4,6,50,9,20,2,2,4,10,65,3,0,0,0,471503,2819,Stephen Gostkowski,53,1
2012,2,ARI,NE,Gillette Stadium,64,55,2,S,Partly Cloudy,FieldTurf,48,-13.5,20,18,NE,ARI,4,0,5,18,20,0,0,3,16,76,0,0,0,0,471533,2819,Stephen Gostkowski,42,0
2012,2,WAS,STL,Edward Jones Dome,,,,,Dome,AstroTurf,44,3.5,28,31,STL,WAS,1,9,11,0,7,3,3,4,16,79,3,0,0,0,471551,4537,Greg Zuerlein,39,1
2012,2,WAS,STL,Edward Jones Dome,,,,,Dome,AstroTurf,44,3.5,28,31,STL,WAS,2,8,22,3,14,2,3,4,15,85,3,0,0,0,471591,4537,Greg Zuerlein,33,1
2012,2,WAS,STL,Edward Jones Dome,,,,,Dome,AstroTurf,44,3.5,28,31,STL,WAS,2,0,7,13,21,0,0,2,14,76,3,0,0,0,471617,4537,Greg Zuerlein,42,1
2012,2,WAS,STL,Edward Jones Dome,,,,,Dome,AstroTurf,44,3.5,28,31,WAS,STL,4,1,18,28,31,0,1,4,16,56,0,0,0,0,471698,2802,Billy Cundiff,62,0
2012,2,DAL,SEA,CenturyLink Field,68,56,4,NNW,Sunny,FieldTurf,42.5,3,7,27,SEA,DAL,1,11,51,0,0,3,3,4,3,97,3,0,0,0,471708,2830,Stephen Hauschka,21,1
2012,2,DAL,SEA,CenturyLink Field,68,56,4,NNW,Sunny,FieldTurf,42.5,3,7,27,SEA,DAL,2,2,0,10,7,3,3,4,5,93,3,0,0,0,471768,2830,Stephen Hauschka,25,1
2012,2,TEN,SD,Qualcomm Stadium,85,37,8,S,Sunny,Grass,43,-7,10,38,SD,TEN,2,12,19,14,0,2,3,4,8,92,3,0,0,0,471891,2842,Nate Kaeding,26,1
2012,2,TEN,SD,Qualcomm Stadium,85,37,8,S,Sunny,Grass,43,-7,10,38,TEN,SD,2,4,45,0,17,3,2,4,4,95,3,0,0,0,471915,2782,Rob Bironas,23,1
2012,2,OAK,MIA,Sun Life Stadium,80,75,8,E,Cloudy,Grass,39,2.5,13,35,OAK,MIA,2,0,50,7,7,2,2,4,7,93,3,0,0,0,472088,2839,Sebastian Janikowski,25,1
2012,2,OAK,MIA,Sun Life Stadium,80,75,8,E,Cloudy,Grass,39,2.5,13,35,OAK,MIA,4,14,53,10,21,3,3,4,4,90,3,0,0,0,472137,2839,Sebastian Janikowski,27,1
2012,2,NYJ,PIT,Heinz Field,71,36,2,ENE,Fair,Grass,42,-5.5,10,27,PIT,NYJ,1,9,12,0,0,3,3,4,12,73,3,0,0,0,472189,2881,Shaun Suisham,45,1
2012,2,NYJ,PIT,Heinz Field,71,36,2,ENE,Fair,Grass,42,-5.5,10,27,PIT,NYJ,2,15,0,3,7,3,3,4,5,73,3,0,0,0,472211,2881,Shaun Suisham,45,1
2012,2,NYJ,PIT,Heinz Field,71,36,2,ENE,Fair,Grass,42,-5.5,10,27,NYJ,PIT,2,9,38,7,6,3,3,4,5,81,3,0,0,0,472226,2816,Nick Folk,38,1
2012,2,DET,SF,Candlestick Park,62,62,15,NW,Mostly Sunny,Grass,46,-7,19,27,DET,SF,1,7,51,0,7,2,3,4,4,80,3,0,0,0,472350,2828,Jason Hanson,38,1
2012,2,DET,SF,Candlestick Park,62,62,15,NW,Mostly Sunny,Grass,46,-7,19,27,DET,SF,1,6,47,3,7,2,3,4,8,77,3,0,0,0,472355,2828,Jason Hanson,41,1
2012,2,DET,SF,Candlestick Park,62,62,15,NW,Mostly Sunny,Grass,46,-7,19,27,DET,SF,2,2,58,6,14,2,1,4,3,79,0,0,0,0,472399,2828,Jason Hanson,40,0
2012,2,DET,SF,Candlestick Park,62,62,15,NW,Mostly Sunny,Grass,46,-7,19,27,SF,DET,3,9,46,14,6,3,3,4,4,82,3,0,0,0,472421,2772,David Akers,36,1
2012,2,DET,SF,Candlestick Park,62,62,15,NW,Mostly Sunny,Grass,46,-7,19,27,DET,SF,3,3,44,6,17,3,3,4,5,78,3,0,0,0,472432,2828,Jason Hanson,40,1
2012,2,DET,SF,Candlestick Park,62,62,15,NW,Mostly Sunny,Grass,46,-7,19,27,SF,DET,4,14,47,17,9,3,3,4,10,70,3,0,0,0,472443,2772,David Akers,48,1
2012,2,DET,SF,Candlestick Park,62,62,15,NW,Mostly Sunny,Grass,46,-7,19,27,DET,SF,4,9,21,9,20,3,3,4,17,70,3,0,0,0,472454,2828,Jason Hanson,48,1
2012,2,DEN,ATL,Georgia Dome,,,,,Dome,FieldTurf,51,-3,21,27,ATL,DEN,1,9,51,7,0,3,3,4,12,81,3,0,0,0,472506,2791,Matt Bryant,37,1
2012,2,DEN,ATL,Georgia Dome,,,,,Dome,FieldTurf,51,-3,21,27,ATL,DEN,2,10,10,10,0,3,2,4,2,76,3,0,0,0,472543,2791,Matt Bryant,42,1
2012,3,NYG,CAR,Bank of America Stadium,75,56,3,WSW,Partly Cloudy,Grass,50,-2.5,36,7,NYG,CAR,1,3,50,7,0,3,3,4,8,71,3,0,0,0,472689,2886,Lawrence Tynes,47,1
